Name,Description,Gene Coef,Gene+TTN Coef,Predicted Count,Actual Count,Total TA Sites,#Sites with 0 counts,Prev States,Used in Model,Gene Adj Pval,Gene+TTN Adj Pval
-,POSSIBLE OXIDOREDUCTASE ,0.017953130298399404,0.13867950862118789,75.2910759792205,105.67999999999999,20,1,Uncertain,True,0.021538828799385016,0.4346106588073396
-,POSSIBLE HYDROLASE ,0.4459904247557133,0.36931636805475915,114.5060680695561,202.21428571428572,7,0,Uncertain,True,0.604860048249711,0.8553065092860743
ino1,MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) ,,,58.88227802002146,0.8705882352941177,1,15,Uncertain,False,,
-,hypothetical protein Rv0047c ,0.3359658612883596,0.22410679918767354,140.76988309978117,209.57500000000002,8,0,Uncertain,True,0.4336636369708753,0.4472457353689505
-,POSSIBLE MEMBRANE PROTEIN ,0.33390759304201256,0.17135706420296312,315.5463647362026,261.6375,16,0,Uncertain,True,0.738380406237531,0.49570563643079235
-,hypothetical protein Rv0049 ,0.23992009496046468,0.09229017647357583,106.29999408380145,127.2111111111111,9,0,Uncertain,True,0.29196810068564294,0.1507042958522799
ponA1,PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) ,-0.3561189921450677,-0.44168272212785936,24.744159835328045,30.875675675675673,37,2,Uncertain,True,1.714583652571914,5.381656547829608
-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,-0.1393285078830197,-0.23932962319703302,80.96574139362926,79.34705882352942,34,1,Uncertain,True,0.344963983930252,1.5716671446971462
-,hypothetical protein Rv0052 ,0.4098959610769292,0.39838593339840084,112.37473358701017,222.08571428571426,7,0,Uncertain,True,0.5268183840969777,0.9710099056954077
rpsF,30S ribosomal protein S6 ,,,143.52836742580922,10.037499999999998,2,4,Uncertain,False,,
ssb,single-strand DNA-binding protein ,,,,0.0,0,5,Uncertain,False,,
rpsR,30S ribosomal protein S18 ,,,33.88818304384497,24.740000000000002,2,3,Uncertain,False,,
rplI,50S ribosomal protein L9 ,-0.03540848268467506,0.09957384876215375,38.28290783691575,63.4375,8,0,Uncertain,True,0.028027536127087,0.15341575634017646
-,hypothetical protein Rv0057 ,-0.17034213602835688,-0.14232657045815472,37.2895897959588,47.059999999999995,14,0,Uncertain,True,0.24848805419404507,0.3527738745987216
dnaB,replicative DNA helicase ,,,,0.046153846153846156,0,35,Uncertain,False,,
-,hypothetical protein Rv0059 ,0.6420984885648284,0.2733197086973036,338.9614797526524,262.4095238095238,21,0,Uncertain,True,3.1359212948364936,1.29692415900085
-,hypothetical protein Rv0060 ,,,313.67668387636223,30.254166666666666,2,16,Uncertain,False,,
-,hypothetical protein Rv0061 ,0.13316814429492438,0.21376763337974783,95.85056329859071,81.55,6,0,Uncertain,True,0.11018560809252231,0.34450258201161704
celA1,"POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) ",0.26107258879913187,0.10387279074643631,110.52470887554051,115.9217391304348,23,0,Uncertain,True,0.6665707387472087,0.32134483719799295
-,POSSIBLE OXIDOREDUCTASE ,0.19506294661939896,-0.18694379965632665,156.12107927014944,112.14583333333333,24,1,Uncertain,True,0.43653240638947166,0.7682594285472003
-,hypothetical protein Rv0064 ,-0.22170961535240327,-0.23784642789820196,42.57325457788145,51.189855072463764,69,2,Uncertain,True,1.2809268773414078,2.9615420053797257
-,hypothetical protein Rv0065 ,0.018444524698617643,-0.08340819952721953,107.06195913751074,107.16250000000001,8,1,Uncertain,True,0.014659516078659384,0.12384021313193866
icd2,PROBABLE ISOCITRATE DEHYDROGENASE ,-0.4733144728519959,-0.526879311761965,43.392140038649686,38.90263157894737,38,5,Uncertain,True,3.0904955644768792,7.879646735718623
-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,-0.2281030829725145,-0.34048527482251817,29.321900509275086,33.391666666666666,12,0,Uncertain,True,0.33259231772013653,1.1766580116295287
-,short chain dehydrogenase ,0.04940591573738251,-0.028691504469902648,104.13270101433523,142.06666666666666,12,0,Uncertain,True,0.052005273753297845,0.0455469550299289
sdaA,PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) ,-0.08765460260629589,-0.27866672541525966,45.7205597087864,57.050000000000004,12,0,Uncertain,True,0.10115084311269519,0.836640045146249
glyA2,PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) ,-0.17032610456191513,-0.11928235222489918,84.84703850199051,101.43333333333334,18,1,Uncertain,True,0.2930824927920992,0.3295624814145069
-,POSSIBLE MATURASE ,-0.041028766787096924,0.12624674270384334,71.37069948076699,90.17777777777779,9,1,Uncertain,True,0.03636570490315266,0.2235011361408112
-,PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER ,0.36375782006706353,0.28193329748098794,257.1842432889409,237.03529411764706,17,1,Uncertain,True,0.9003324554226397,1.1486662905035707
-,PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER ,0.501795520758101,0.35568641367769105,158.14436573036747,204.93124999999998,16,0,Uncertain,True,1.4946993664786938,1.6266999681268604
-,hypothetical protein Rv0074 ,0.16991993266290606,0.3114224847002928,74.54574686756065,107.99000000000001,20,0,Uncertain,True,0.3150337969979317,1.5698428182948236
-,PROBABLE AMINOTRANSFERASE ,0.20229839667612695,0.17718849403464354,119.38484514635519,135.072,25,1,Uncertain,True,0.4736621661610598,0.7321511304946743
-,PROBABLE MEMBRANE PROTEIN ,0.7922910674691926,0.49066448860999545,112.59703565146681,279.76666666666665,3,0,Uncertain,True,0.7744993078265155,0.6877682614618188
-,PROBABLE OXIDOREDUCTASE ,0.03210048677847647,0.01654107815457106,72.54399374994726,89.72666666666667,15,0,Uncertain,True,0.03676115787640745,0.02870352652540653
-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ,-0.5004757473751996,-0.3719080210212301,18.84880557979865,25.97,10,0,Uncertain,True,0.9885466140313369,1.1700237171634982
-,hypothetical protein Rv0078A ,0.34396085392135867,0.25753994348454673,106.5891668151495,191.64000000000001,10,0,Uncertain,True,0.5288042776862923,0.6446145884033101
-,hypothetical protein Rv0079 ,0.2306057558920469,0.14741268949128106,100.56720953906917,99.53571428571426,14,0,Uncertain,True,0.380708841413614,0.36995391699003877
-,hypothetical protein Rv0080 ,-0.026404071586024723,0.15902546706994505,44.8842077358531,75.48,5,0,Uncertain,True,0.015773928668529235,0.20595557731839664
-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ,0.4052904684181954,0.3040820480791466,69.35142749439304,127.46666666666665,6,0,Uncertain,True,0.4601767346895481,0.5599487069908073
-,PROBABLE OXIDOREDUCTASE ,-0.6191898868747768,-0.28493220981955947,35.810506182486456,38.34285714285715,7,2,Uncertain,True,1.0507428729864785,0.5715707696691895
-,PROBABLE OXIDOREDUCTASE ,0.07854663718691002,0.081154575956411,68.62369153826182,94.90434782608696,23,2,Uncertain,True,0.1268078110727507,0.23043641062554526
hycD,POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) ,-0.2510587983883826,-0.22818552787075544,43.032603676204616,60.888888888888886,9,1,Uncertain,True,0.3107754858000308,0.4954939367891487
hycP,POSSIBLE HYDROGENASE HYCP ,-0.7958164644037911,-0.6468519210603262,16.92924465961065,11.525,4,0,Uncertain,True,0.9975207132117759,1.3732778440964892
hycQ,POSSIBLE HYDROGENASE HYCQ ,-0.3076533569210673,-0.2281538582896629,27.10392518863818,45.873333333333335,15,1,Uncertain,True,0.6154756182891802,0.7297113588403851
hycE,POSSIBLE FORMATE HYDROGENASE HYCE (FHL) ,-0.750056348676868,-0.6246062365615379,15.255388934271455,22.45384615384615,26,4,Uncertain,True,5.276898789046922,7.598118254098139
-,hypothetical protein Rv0088 ,-0.3216269497773105,-0.2676927303754959,23.5106780057125,44.192857142857136,14,1,Uncertain,True,0.6252642597934661,0.8920824009981454
-,POSSIBLE METHYLTRANSFERASE/METHYLASE ,0.10503086177530425,0.011508818846301377,52.864529369788286,73.99999999999999,11,0,Uncertain,True,0.11694732655818733,0.016637530514684418
-,POSSIBLE MEMBRANE PROTEIN ,0.35008048098709665,0.15109477259301982,106.197293521547,137.59166666666667,12,0,Uncertain,True,0.6340614366482161,0.34450258201161704
mtn,PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) ,-0.021155164415650365,0.02625104417318113,109.43914804008637,125.33636363636364,11,1,Uncertain,True,0.018563045256494482,0.03923010608851098
ctpA,PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA ,-0.33969676538501103,-0.18380465424266024,35.00422294880059,48.76896551724137,29,4,Uncertain,True,1.2672679122196795,0.8749224468287651
-,PROBABLE CONSERVED MEMBRANE PROTEIN ,-0.3892351051019535,-0.2282105740103735,24.788409719729025,36.955555555555556,9,1,Uncertain,True,0.5936528863824734,0.4954939367891487
-,hypothetical protein Rv0094c ,0.39765377576959277,0.39819598985444493,74.80258926809479,133.1642857142857,14,0,Uncertain,True,0.8896332696865679,1.7639952004987793
-,hypothetical protein Rv0095c ,-0.9637248051783702,-0.6376017647430109,18.740790713865373,15.570000000000002,10,4,Uncertain,True,3.3684833835997052,3.078216795002051
PPE1,PPE FAMILY PROTEIN ,0.11984248120827488,0.1343840759690365,77.74520877067577,112.43823529411765,34,0,Uncertain,True,0.2786705046585069,0.6057501392012459
-,POSSIBLE OXIDOREDUCTASE ,0.19200245252135598,-0.06661900303442309,121.4450615273253,107.86923076923075,26,0,Uncertain,True,0.45000750523266175,0.19335045557185504
-,hypothetical protein Rv0098 ,-0.1499055898232585,-0.24021331361941128,38.04615421904733,61.63333333333333,12,1,Uncertain,True,0.1924131658993877,0.6675612716937994
fadD10,acyl-CoA synthetase ,-0.57287527381503,-0.5808242606606192,33.67722528583455,33.128125,32,3,Uncertain,True,3.7879105116813507,8.066423494281016
-,hypothetical protein Rv0100 ,0.12933709234450463,-0.17787596768175584,76.06514640291104,115.39999999999999,3,0,Uncertain,True,0.07154391932912654,0.1708681367329401
nrp,PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) ,-0.19361831333200422,-0.13365721706449457,54.89303811315215,68.67235772357724,123,6,Uncertain,True,1.686363323812312,1.7432931711960944
-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,,,33.232580298894604,1.3714285714285714,1,26,Uncertain,False,,
ctpB,PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB ,0.07944241556242275,0.14884501375377365,94.0287149967201,126.59677419354836,31,2,Uncertain,True,0.1548004811564964,0.6628982982526259
-,hypothetical protein Rv0104 ,0.36651597577662853,0.2723710217879534,146.72172089419254,159.91785714285714,28,1,Uncertain,True,1.399662338604539,1.6619361413569675
rpmB,50S ribosomal protein L28 ,-0.25041622613116343,-0.4237686807715645,136.14975067510264,90.43999999999998,5,1,Uncertain,True,0.20957261995578627,0.8078550087674313
-,hypothetical protein Rv0106 ,-0.039890987258738554,-0.04145209979545084,48.40534103660908,76.96666666666667,12,1,Uncertain,True,0.04123008306218145,0.0679369228871488
ctpI,PROBABLE CATION-TRANSPORTER ATPASE I CTPI ,-0.27112825841773497,-0.07120196352368267,45.07099528037277,70.27575757575757,66,8,Uncertain,True,1.769114924645777,0.39518622263662634
-,hypothetical protein Rv0108c ,0.5239732848227483,0.6274282361480137,83.31093370407335,147.25,2,0,Uncertain,True,0.30251320165745743,0.7354197978373632
PE_PGRS1,PE-PGRS FAMILY PROTEIN ,-0.5203129885450534,-0.004811249158686567,29.798002865236214,53.61071428571427,28,4,Uncertain,True,2.7627244576152266,0.01102695313386681
-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,0.5229196871548948,0.2673875101667599,259.57795102952605,239.54999999999998,14,0,Uncertain,True,1.4251113709477516,0.8892489923472797
-,POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE ,0.14302597395731764,0.15651642035738494,76.91702200468059,108.67441860465117,43,1,Uncertain,True,0.42440101002673525,0.9274660665718749
gca,"POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) ",-0.41379651657005484,-0.575588050667825,34.83989922519372,39.80645161290323,31,0,Uncertain,True,1.9375787215584988,7.667673783450526
gmhA,PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) ,-0.6320225351158533,-0.7243577964880931,19.989576166220793,21.730769230769234,13,1,Uncertain,True,1.8978909734982174,5.070088063056933
gmhB,"POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) ",0.425996224255096,0.2064977240115516,158.94811720744895,172.97,10,0,Uncertain,True,0.7509309466802098,0.4637627028885558
hddA,POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA ,0.2744794307343985,0.3305511116055016,88.89681674093707,146.15555555555557,18,0,Uncertain,True,0.5917979838989003,1.5868913911845217
-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,0.32451033102747856,0.3499963688839734,108.51272044872452,165.03333333333333,18,1,Uncertain,True,0.7787515702947638,1.7539319149552788
oxyS,OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS ,-0.2875058135117328,-0.2833295942539022,40.79500001878102,52.199999999999996,17,1,Uncertain,True,0.6094488080946909,1.157384288450121
oxcA,putative oxalyl-CoA decarboxylase ,-0.62219239464523,-0.7067353580340235,35.088046937261694,39.31923076923077,26,4,Uncertain,True,3.6356715115960814,9.727818028716124
fadD7,acyl-CoA synthetase ,-1.012068662808334,-0.8623009916051002,11.084664308937073,8.035714285714288,14,2,Uncertain,True,5.189307900549266,7.785468056980207
fusA2,elongation factor G ,-0.5827007445033335,-0.42276277458195144,18.753454449789963,24.696428571428573,28,4,Uncertain,True,3.448987235249885,3.750091574793407
-,hypothetical protein Rv0121c ,-0.5299734502132826,-0.686225740427968,70.454732248464,40.44,10,1,Uncertain,True,1.0912057715667172,3.5454008903087164
-,hypothetical protein Rv0122 ,-0.5130200372406586,-0.6263465668485544,29.766151094015484,38.56666666666667,9,1,Uncertain,True,0.9436147611054991,2.694881440150474
-,hypothetical protein Rv0123 ,-0.7851749267224539,-0.9468728582324089,42.34652986864941,35.58888888888889,9,2,Uncertain,True,2.031799744850217,6.02856440296327
PE_PGRS2,PE-PGRS FAMILY PROTEIN ,-0.4424465162794621,-0.2738136032773509,46.87188894189397,53.114285714285714,14,1,Uncertain,True,1.0663776784204768,0.9263776381455736
pepA,PROBABLE SERINE PROTEASE PEPA (SERINE PROTEINASE) (MTB32A) ,0.2097444609159629,0.389305134968334,55.00128098004772,69.27,10,0,Uncertain,True,0.2618820291742663,1.2635444342023396
treS,TREHALOSE SYNTHASE TRES ,0.6324653099398722,0.40381194609662424,203.10559203068715,221.61290322580643,31,0,Uncertain,True,4.470062643600861,3.7834775830191814
-,hypothetical protein Rv0127 ,0.22426127800649645,0.21892207596441224,71.07442573116204,96.63870967741936,31,0,Uncertain,True,0.6642383044605784,1.2421479663947481
-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,0.43093803611092785,0.23662123793524845,213.10427685876556,209.67,20,0,Uncertain,True,1.3831842630660292,0.9741047784293391
fbpC,SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C) ,0.17591697891764668,0.12364890769985121,114.0884018093383,116.03333333333332,27,2,Uncertain,True,0.4117478884574173,0.45456689861933197
-,hypothetical protein Rv0130 ,-0.23079355410806385,-0.41905386150861607,99.20961187177043,76.30000000000001,4,0,Uncertain,True,0.1625496969534843,0.6747496444640239
fadE1,PROBABLE ACYL-CoA DEHYDROGENASE FADE1 ,0.09915392490922126,-0.03613861757998418,65.65961381947386,77.15000000000002,18,0,Uncertain,True,0.14569179511690433,0.0729033152393751
fgd2,PUTATIVE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD2 ,0.17252189094442266,0.24942341276905033,107.67372442615482,137.52,15,1,Uncertain,True,0.26475259793556705,0.8378430893727077
-,PROBABLE ACETYLTRANSFERASE ,0.18236270992676334,0.13851173214757895,122.6122574638769,135.0625,8,0,Uncertain,True,0.19110241906367273,0.2325848626888313
ephF,POSSIBLE EPOXIDE HYDROLASE EPHF (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) ,0.493676080012163,0.34880192044422104,168.35888281845757,174.16363636363636,11,0,Uncertain,True,1.0505734700548297,1.139520178647681
-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN ,-0.2905046263637734,-0.15278957526471287,54.09586262124358,64.54166666666667,12,1,Uncertain,True,0.47030108310788266,0.3501861152388065
cyp138,PROBABLE CYTOCHROME P450 138 CYP138 ,0.34187346948646463,0.2163475090198665,117.8550291926487,147.62173913043478,23,0,Uncertain,True,1.0516821505687977,0.9450451479074086
msrA,methionine sulfoxide reductase A ,0.05902787650066548,0.19572865409844253,106.53722609517831,148.87272727272727,11,0,Uncertain,True,0.061735643703173755,0.46148966598671204
-,hypothetical protein Rv0138 ,1.0482144163888034,0.569649813963688,671.2031556924486,535.5285714285714,7,0,Uncertain,True,2.803516594896969,1.7972489031054502
-,POSSIBLE OXIDOREDUCTASE ,0.6133746451324567,0.4827846801322712,253.19339663550718,248.26666666666668,12,0,Uncertain,True,1.6625723949645548,2.1649479161409055
-,hypothetical protein Rv0140 ,0.22270298843071099,0.1195959625016633,123.46474346202038,129.53333333333336,15,1,Uncertain,True,0.380708841413614,0.28904285291288045
-,hypothetical protein Rv0141c ,-0.24867932269918247,-0.1525838676081584,56.673050468152184,86.88888888888889,9,1,Uncertain,True,0.30582755128936495,0.2853792885209486
-,hypothetical protein Rv0142 ,-0.020479160907787782,0.1524401702497951,39.54053034987875,67.21428571428571,7,0,Uncertain,True,0.015102151919161472,0.2422729103676453
-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,0.16701564163270402,0.2811801062483897,93.02852501102225,136.45,28,0,Uncertain,True,0.39339716863073004,1.7605188362226463
-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,0.7305292499728006,0.5972259893833087,206.87861772717787,295.47857142857134,14,0,Uncertain,True,2.72241597396415,3.7405244249950824
-,hypothetical protein Rv0145 ,0.384543710407298,0.4434667795970933,117.98205859906561,171.98666666666665,15,0,Uncertain,True,0.890412044019586,2.2764227652594604
-,hypothetical protein Rv0146 ,0.30142719703739557,0.2408004553336006,283.4806268876978,181.25882352941176,17,1,Uncertain,True,0.659420713443657,0.8796988562067215
