ORF ID,Name,Description,Total # TA Sites,#Sites with 0 insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,Coef Diff (M1-M0),Coef Diff Adj Pval,Mean STLM Predicted Count,Mean Actual Count,Gene+TTN States,HMM+NP States
Rv0030,-,hypothetical protein Rv0030 ,5,5,True,-0.013452056857703757,0.9803223572589534,-0.03493373985127507,0.906449217931528,-0.02148168299357131,0.9468675005318424,117.7657093762089,92.78,NE,NE
Rv0031,-,POSSIBLE REMNANT OF A TRANSPOSASE ,1,1,True,-0.5486124108067768,0.6130937362786759,0.4293787941303195,0.49176089516508265,0.9779912049370962,,13.190859145549808,10.6,NE,Uncertain
Rv0032,bioF2,POSSIBLE 8-AMINO-7-OXONONANOATE SYNTHASE BIOF2 (AONS) (8-AMINO-7-KETOPELARGONATE SYNTHASE) (7-KETO-8-AMINO-PELARGONIC ACID SYNTHETASE) (7-KAP SYNTHETASE) (L-ALANINE--PIMELYL CoA LIGASE) ,56,47,True,-0.16637554827938522,0.20300788659882935,-0.31181933453285166,1.1284081080300028e-05,-0.14544378625346643,5.346111150671742e-14,119.6845849129884,119.325,GD,NE
Rv0033,acpA,PROBABLE ACYL CARRIER PROTEIN ACPA (ACP) ,4,4,True,0.6541525599917178,0.17592241746299916,0.3434054512378257,0.2496651044298317,-0.31074710875389217,0.3657198938115787,230.7769342230487,201.22499999999997,NE,NE
Rv0034,-,hypothetical protein Rv0034 ,5,5,True,0.24165400187272776,0.619129409484664,0.3308595089796574,0.21481069203364292,0.08920550710692962,0.7637010296307198,95.882136393299,139.83999999999997,NE,NE
Rv0035,fadD34,PROBABLE FATTY-ACID-CoA LIGASE FADD34 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) ,25,24,True,0.284568091688366,0.13383613616814138,0.30194089396148527,0.006213926777627655,0.01737280227311927,0.7623094671664109,129.19324709822203,172.93600000000004,GA,NE
Rv0036c,-,hypothetical protein Rv0036c ,4,4,True,0.5086751599470015,0.3142248492810172,0.46037948396253625,0.11400040376100647,-0.04829567598446527,0.9033688764529532,107.89625745064279,155.3,NE,NE
Rv0037c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,21,20,True,0.23021544305221764,0.2946059705578209,0.2975281237434347,0.014549999285891282,0.06731268069121704,0.2330876378871061,147.9332709311195,178.9190476190476,GA,NE
Rv0038,-,hypothetical protein Rv0038 ,8,8,True,0.4905775537446739,0.1460611604333728,0.17859818567710106,0.41180083097669584,-0.3119793680675728,0.04136929486298534,193.0588011828054,190.93750000000003,NE,NE
Rv0039c,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,4,4,True,0.2273770783211711,0.6845652385345893,0.2909522557751043,0.3364914577107695,0.06357517745393321,0.8707160531016065,69.02296816422063,126.625,NE,NE
Rv0040c,mtc28,SECRETED PROLINE RICH PROTEIN MTC28 (PROLINE RICH 28 KDA ANTIGEN) ,10,10,True,0.35962410358909075,0.25094039357046805,0.3345518284565187,0.06506093610263916,-0.02507227513257204,0.8686768111556132,143.051802833842,156.32,NE,NE
Rv0041,leuS,leucyl-tRNA synthetase ,73,3,True,0.7530040731055927,0.472762996957355,-0.14972201897234808,0.8249216650051283,-0.9027260920779407,,153.22635295738814,221.8,NE,ES
Rv0042c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MARR-FAMILY) ,5,5,True,0.12950233549876258,0.7977927386502492,-0.01638553655965446,0.9584664248105664,-0.14588787205841705,0.6089468159417638,37.87408827605214,65.96000000000001,NE,NE
Rv0043c,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) ,11,11,True,0.0942092562537292,0.7799062572228251,0.03153362825378976,0.8798298849226395,-0.06267562799993943,0.6197864252451929,71.8664733817517,85.27272727272727,NE,NE
Rv0044c,-,POSSIBLE OXIDOREDUCTASE ,20,19,True,0.02342222397902598,0.9300056723336999,0.15613828560632237,0.2416346422406655,0.13271606162729638,0.01651991320407211,75.2910759792205,105.67999999999999,NE,NE
Rv0045c,-,POSSIBLE HYDROLASE ,7,7,True,0.45145951843634213,0.22368553879951686,0.38584351809674583,0.0766696309806032,-0.0656160003395963,0.7507892696006632,114.5060680695561,202.21428571428572,NE,NE
Rv0046c,ino1,MYO-INOSITOL-1-PHOSPHATE SYNTHASE INO1 (Inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (Glucose 6-phosphate cyclase) (Glucocycloaldolase) ,17,2,False,,,,,,,,0.8705882352941177,ES/ESD,ES
Rv0047c,-,hypothetical protein Rv0047c ,8,8,True,0.3414349549690077,0.34255663851903373,0.21859659302861364,0.3047988833946841,-0.12283836194039408,0.4576177456832714,140.76988309978117,209.57500000000002,NE,NE
Rv0048c,-,POSSIBLE MEMBRANE PROTEIN ,16,16,True,0.33937668672263877,0.1571068704780878,0.18633732710968437,0.21080733389710885,-0.1530393596129544,0.029961780704450363,315.5463647362026,261.6375,NE,NE
Rv0049,-,hypothetical protein Rv0049 ,9,9,True,0.2453891886411292,0.4818668110385845,0.09903823696652343,0.6452349495107564,-0.14635095167460577,0.2884291930234996,106.29999408380145,127.2111111111111,NE,NE
Rv0050,ponA1,PROBABLE BIFUNCTIONAL PENICILLIN-BINDING PROTEIN 1A/1B PONA1 (MUREIN POLYMERASE) (PBP1): PENICILLIN-INSENSITIVE TRANSGLYCOSYLASE (PEPTIDOGLYCAN TGASE) + PENICILLIN-SENSITIVE TRANSPEPTIDASE (DD-TRANSPEPTIDASE) ,37,35,True,-0.3506498984644335,0.01685082978348405,-0.43171017274272083,5.378822423055141e-07,-0.08106027427828733,0.0046872894248913355,24.744159835328045,30.875675675675673,GD,NE
Rv0051,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,34,33,True,-0.13385941420243072,0.45487234533869286,-0.24841594922753654,0.009080438385551877,-0.11455653502510582,0.00023353946831261384,80.96574139362926,79.34705882352942,GD,NE
Rv0052,-,hypothetical protein Rv0052 ,7,7,True,0.4153650547575499,0.2713032482080812,0.4071390709363081,0.05955200897283752,-0.008225983821241845,0.9715879754142743,112.37473358701017,222.08571428571426,NE,NE
Rv0053,rpsF,30S ribosomal protein S6 ,8,4,True,-0.013668111758981869,0.986916391028375,-0.34789288155690545,0.4256879514028518,-0.3342247697979236,0.6919811624119767,143.52836742580922,39.849999999999994,NE,ES
Rv0055,rpsR,30S ribosomal protein S18 ,5,2,True,-0.6982655376108531,0.331736632339318,-0.4842833049982185,0.25142452629936757,0.2139822326126346,0.7974378810487257,33.88818304384497,61.6,NE,ES
Rv0056,rplI,50S ribosomal protein L9 ,8,8,True,-0.029939389004055607,0.9450930617687435,0.10957705164842507,0.6309979937498053,0.13951644065248067,0.38839494460331303,38.28290783691575,63.4375,NE,NE
Rv0057,-,hypothetical protein Rv0057 ,15,15,True,-0.16487304234772907,0.564570940271319,-0.1269326183122373,0.44245990121016765,0.03794042403549178,0.7103755169886709,37.2895897959588,50.285714285714285,NE,NE
Rv0059,-,hypothetical protein Rv0059 ,21,21,True,0.6475675822454758,0.0004272635152403381,0.2514946378949796,0.04288634285675562,-0.3960729443504962,2.1929522048035034e-10,338.9614797526524,262.4095238095238,GA,GA
Rv0060,-,hypothetical protein Rv0060 ,24,8,False,,,,,,,,30.254166666666666,ES/ESD,ES
Rv0061,-,hypothetical protein Rv0061 ,6,6,True,0.13863723797553615,0.7624523667610323,0.21733450384975106,0.3832901129339099,0.07869726587421491,0.7467926248160743,95.85056329859071,81.55,NE,Uncertain
Rv0062,celA1,"POSSIBLE CELLULASE CELA1 (ENDOGLUCANASE) (ENDO-1,4-BETA-GLUCANASE) (FI-CMCASE) (CARBOXYMETHYL CELLULASE) ",23,23,True,0.266541682479771,0.18807217829515832,0.10133471070804051,0.43245862467328033,-0.1652069717717305,0.0005232946072481491,110.52470887554051,115.9217391304348,NE,NE
Rv0063,-,POSSIBLE OXIDOREDUCTASE ,24,23,True,0.20053204030001676,0.33453767813730323,-0.17489063599312446,0.14540539837664393,-0.3754226762931412,5.0375547354940826e-12,156.12107927014944,112.14583333333333,NE,NE
Rv0064,-,hypothetical protein Rv0064 ,69,67,True,-0.21624052167180136,0.04946129068821555,-0.24018526386661387,0.00020730482821946158,-0.02394474219481252,0.143418649300203,42.57325457788145,51.189855072463764,GD,NE
Rv0065,-,hypothetical protein Rv0065 ,8,7,True,0.02391361837924516,0.9567951897638408,-0.07569947041847845,0.7446255730912054,-0.09961308879772361,0.5580114846469085,107.06195913751074,107.16250000000001,NE,NE
Rv0066c,icd2,PROBABLE ISOCITRATE DEHYDROGENASE ,38,33,True,-0.4678453791713718,0.0006232075299941645,-0.5155574854578145,6.538941967100084e-10,-0.047712106286442735,0.10626516598360472,43.392140038649686,38.90263157894737,GD,NE
Rv0067c,-,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) ,12,12,True,-0.22263398929187403,0.46176887839666164,-0.32722059789268665,0.04645070608602917,-0.10458660860081262,0.3094106586422917,29.321900509275086,33.391666666666666,GD,NE
Rv0068,-,short chain dehydrogenase ,12,12,True,0.054875009418004064,0.8691664021976292,-0.02946872150060786,0.882750976682578,-0.08434373091861193,0.4344464753695028,104.13270101433523,142.06666666666666,NE,NE
Rv0069c,sdaA,PROBABLE L-SERINE DEHYDRATASE SDAA (L-SERINE DEAMINASE) (SDH) (L-SD) ,12,12,True,-0.08218550892566985,0.8008302916727695,-0.26874598151752804,0.11032940754572189,-0.1865604725918582,0.05351669744176085,45.7205597087864,57.050000000000004,NE,NE
Rv0070c,glyA2,PROBABLE SERINE HYDROXYMETHYLTRANSFERASE GLYA2 (SERINE METHYLASE 2) (SHMT 2) ,18,17,True,-0.16485701088132612,0.5063791483359821,-0.10267929823298615,0.48518162793710695,0.062177712648339975,0.3694060799568143,84.84703850199051,101.43333333333334,NE,NE
Rv0071,-,POSSIBLE MATURASE ,9,8,True,-0.035559673106500045,0.928578907949383,0.13614311635854884,0.5137948873366218,0.17170278946504888,0.2047305282839224,71.37069948076699,90.17777777777779,NE,NE
Rv0072,-,PROBABLE GLUTAMINE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER ,17,16,True,0.36922691374771355,0.10447447193677642,0.2824586218669645,0.03990852432987175,-0.08676829188074903,0.21232764050299133,257.1842432889409,237.03529411764706,GA,NE
Rv0073,-,PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER ,16,16,True,0.5072646144387598,0.023937795643274803,0.3689269322287476,0.007619880444797029,-0.1383376822100122,0.050678519080343855,158.14436573036747,204.93124999999998,GA,NE
Rv0074,-,hypothetical protein Rv0074 ,20,20,True,0.17538902634353185,0.4532361529801576,0.33744638773682895,0.0062109689534817,0.1620573613932971,0.0033164897018067344,74.54574686756065,107.99000000000001,GA,NE
Rv0075,-,PROBABLE AMINOTRANSFERASE ,25,24,True,0.20776749035677325,0.3037865360558044,0.18449529766290443,0.11375536831127438,-0.02327219269386882,0.677628712691817,119.38484514635519,135.072,NE,NE
Rv0076c,-,PROBABLE MEMBRANE PROTEIN ,3,3,True,0.7977601611499389,0.14784105315130805,0.5025988599395228,0.13878502439377702,-0.29516130121041606,0.5518407442175316,112.59703565146681,279.76666666666665,NE,NE
Rv0077c,-,PROBABLE OXIDOREDUCTASE ,15,15,True,0.03756958045911587,0.9025490830864142,0.02216683680719068,0.8982704753455072,-0.015402743651925187,0.8804535575718939,72.54399374994726,89.72666666666667,NE,NE
Rv0078,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ,10,10,True,-0.4950066536945989,0.09427209671584529,-0.3496752647255981,0.052749849511570406,0.14533138896900077,0.23334848320540816,18.84880557979865,25.97,NE,NE
Rv0078A,-,hypothetical protein Rv0078A ,10,10,True,0.3494299476020116,0.2677480338391708,0.2823556993323597,0.12727358788690238,-0.06707424826965191,0.6303039004543022,106.5891668151495,191.64000000000001,NE,NE
Rv0079,-,hypothetical protein Rv0079 ,14,14,True,0.23607484957269342,0.38666361484077794,0.16191789862854825,0.3159789738877356,-0.07415695094414518,0.41622343231545045,100.56720953906917,99.53571428571426,NE,NE
Rv0080,-,hypothetical protein Rv0080 ,5,5,True,-0.020934977905335227,0.9701661949556036,0.18815755034863177,0.4989266456677694,0.20909252825396699,0.44223256213431766,44.8842077358531,75.48,NE,NE
Rv0081,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN ,6,6,True,0.410759562098815,0.32106505144019043,0.31797060559063217,0.18775235040403743,-0.09278895650818281,0.7015962599624884,69.35142749439304,127.46666666666665,NE,NE
Rv0082,-,PROBABLE OXIDOREDUCTASE ,7,5,True,-0.6137207931941536,0.08018201839809032,-0.26537651408715707,0.23873658944570866,0.34834427910699656,0.050231522561295996,35.810506182486456,38.34285714285715,NE,NE
Rv0083,-,PROBABLE OXIDOREDUCTASE ,23,21,True,0.08401573086753879,0.7194620809369625,0.05458455814636654,0.6850416222054743,-0.029431172721172245,0.6228744091150418,68.62369153826182,94.90434782608696,NE,NE
Rv0084,hycD,POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL) ,9,8,True,-0.2455897047077643,0.4818668110385845,-0.21673827456743328,0.27743517396749634,0.028851430140331036,0.863910325360887,43.032603676204616,60.888888888888886,NE,NE
Rv0085,hycP,POSSIBLE HYDROGENASE HYCP ,4,4,True,-0.7903473707231476,0.09000130901683207,-0.6473964630308505,0.020980507757126562,0.14295090769229712,0.7006180229286415,16.92924465961065,11.525,GD,NE
Rv0086,hycQ,POSSIBLE HYDROGENASE HYCQ ,15,14,True,-0.3021842632404181,0.23570559823192516,-0.20861284985556264,0.17128330020854834,0.09357141338485545,0.24160758921090295,27.10392518863818,45.873333333333335,NE,NE
Rv0087,hycE,POSSIBLE FORMATE HYDROGENASE HYCE (FHL) ,26,22,True,-0.7445872549962342,3.1119973663025864e-06,-0.6143044996372151,1.1732295995406138e-09,0.13028275535901912,0.001664454454265702,15.255388934271455,22.45384615384615,GD,NE
Rv0088,-,hypothetical protein Rv0088 ,14,13,True,-0.31615785609670183,0.22955053712980464,-0.2526677185337917,0.10478995429092966,0.06349013756291011,0.4984097239731738,23.5106780057125,44.192857142857136,NE,NE
Rv0089,-,POSSIBLE METHYLTRANSFERASE/METHYLASE ,11,11,True,0.11049995545596665,0.7444836718558681,0.03321260452547066,0.8741964794257903,-0.07728735093049599,0.5231834360900632,52.864529369788286,73.99999999999999,NE,NE
Rv0090,-,POSSIBLE MEMBRANE PROTEIN ,12,12,True,0.3555495746677059,0.20704366407369518,0.16837753575304726,0.3359479539448132,-0.18717203891465867,0.05264555942719393,106.197293521547,137.59166666666667,NE,NE
Rv0091,mtn,PROBABLE BIFUNCTIONAL MTA/SAH NUCLEOSIDASE MTN: 5'-METHYLTHIOADENOSINE NUCLEOSIDASE (METHYLTHIOADENOSINE METHYLTHIORIBOHYDROLASE) + S-ADENOSYLHOMOCYSTEINE NUCLEOSIDASE (S-ADENOSYL-L-HOMOCYSTEINE HOMOCYSTEINYLRIBOHYDROLASE) ,11,10,True,-0.0156860707350077,0.9678034508432305,0.03105470802416033,0.881908021761768,0.04674077875916803,0.7214696747390461,109.43914804008637,125.33636363636364,NE,NE
Rv0092,ctpA,PROBABLE CATION TRANSPORTER P-TYPE ATPASE A CTPA ,29,25,True,-0.33422767170438905,0.04890148748849225,-0.18622739865823568,0.0832333285537238,0.14800027304615337,6.81908659342043e-05,35.00422294880059,48.76896551724137,NE,NE
Rv0093c,-,PROBABLE CONSERVED MEMBRANE PROTEIN ,9,8,True,-0.3837660114213185,0.24472099761806518,-0.2055650965123731,0.3058207914947319,0.1782009149089454,0.1867174302698035,24.788409719729025,36.955555555555556,NE,NE
Rv0094c,-,hypothetical protein Rv0094c ,14,14,True,0.4031228694502062,0.10870853949411535,0.41465446584563403,0.004762870137937739,0.011531596395427834,0.9175548228337734,74.80258926809479,133.1642857142857,GA,NE
Rv0095c,-,hypothetical protein Rv0095c ,10,6,True,-0.9582557114977308,0.0002973318846172307,-0.6392013344072195,0.00016599489195381968,0.3190543770905113,0.008155990916575234,18.740790713865373,15.570000000000002,GD,NE
Rv0096,PPE1,PPE FAMILY PROTEIN ,34,34,True,0.12531157488890338,0.4866482683005779,0.14405161896752522,0.15410038937088247,0.018740044078621843,0.6459610350432814,77.74520877067577,112.43823529411765,NE,NE
Rv0097,-,POSSIBLE OXIDOREDUCTASE ,26,26,True,0.1974715462019754,0.3209326853665083,-0.09594541816651739,0.4294538634363105,-0.2934169643684928,3.264755345822958e-10,121.4450615273253,107.86923076923075,NE,NE
Rv0098,-,hypothetical protein Rv0098 ,12,11,True,-0.14443649614261533,0.6458770479303925,-0.25675766578654363,0.12894886649533235,-0.1123211696439283,0.26830499361996946,38.04615421904733,61.63333333333333,NE,NE
Rv0099,fadD10,acyl-CoA synthetase ,32,29,True,-0.5674061801343989,0.00011724577584659406,-0.5738514792238187,2.681030319550594e-10,-0.00644529908941982,0.8915570607822825,33.67722528583455,33.128125,GD,NE
Rv0100,-,hypothetical protein Rv0100 ,3,3,True,0.1348061860250298,0.8348746721787351,-0.21788445851846858,0.5506584297894874,-0.3526906445434984,0.47287592122414274,76.06514640291104,115.39999999999999,NE,NE
Rv0101,nrp,PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE) ,123,117,True,-0.18814921965136996,0.020008362629358085,-0.12059697765055917,0.017096726882720032,0.0675522420008108,0.0,54.89303811315215,68.67235772357724,GD,NE
Rv0102,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,42,16,True,0.11533457138242743,0.9227909127164992,0.28312664060888015,0.660832114277596,0.16779206922645273,,33.232580298894604,50.7,NE,ES
Rv0103c,ctpB,PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB ,31,29,True,0.08491150924301281,0.6695912345165279,0.14541379604169255,0.17092355578836105,0.060502286798679736,0.0939984186001167,94.0287149967201,126.59677419354836,NE,NE
Rv0104,-,hypothetical protein Rv0104 ,28,27,True,0.37198506945726034,0.029826758383811647,0.28432021763575227,0.006456306870552994,-0.08766485182150807,0.024369423123275585,146.72172089419254,159.91785714285714,GA,NE
Rv0105c,rpmB,50S ribosomal protein L28 ,5,4,True,-0.2449471324505206,0.6136982459948204,-0.45615246280922644,0.07769838388339637,-0.21120533035870584,0.4374484959957093,136.14975067510264,90.43999999999998,NE,NE
Rv0106,-,hypothetical protein Rv0106 ,12,11,True,-0.03442189357813623,0.9198819880263943,-0.02038285792766893,0.9160776780129193,0.0140390356504673,0.9148908827523305,48.40534103660908,76.96666666666667,NE,NE
Rv0107c,ctpI,PROBABLE CATION-TRANSPORTER ATPASE I CTPI ,66,58,True,-0.26565916473711787,0.015648351882615756,-0.05394346152422091,0.48308346083505427,0.21171570321289696,0.0,45.07099528037277,70.27575757575757,NE,NE
Rv0108c,-,hypothetical protein Rv0108c ,2,2,True,0.5294423785034135,0.47484171456478247,0.6510713121149188,0.11385538277070542,0.12162893361150529,0.8892411145492555,83.31093370407335,147.25,NE,NE
Rv0109,PE_PGRS1,PE-PGRS FAMILY PROTEIN ,28,24,True,-0.5148438948644165,0.001393448502853772,0.021746624953180943,0.8684858855694858,0.5365905198175974,0.0,29.798002865236214,53.61071428571427,NE,NE
Rv0110,-,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN ,14,14,True,0.5283887808355195,0.028966354387526427,0.2610820643465262,0.09302655310381809,-0.26730671648899335,0.001302628106060507,259.57795102952605,239.54999999999998,NE,NE
Rv0111,-,POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE ,43,42,True,0.14849506763796425,0.33932888992901816,0.15869955484199832,0.07036847885388986,0.01020448720403408,0.7592264308239047,76.91702200468059,108.67441860465117,NE,NE
Rv0112,gca,"POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE) ",31,31,True,-0.4083274228894016,0.010101334542594787,-0.5800998558770871,3.479545349972425e-10,-0.17177243298768552,1.1785732150526867e-06,34.83989922519372,39.80645161290323,GD,NE
Rv0113,gmhA,PROBABLE SEDOHEPTULOSE-7-PHOSPHATE ISOMERASE GMHA (PHOSPHOHEPTOSE ISOMERASE) ,13,12,True,-0.6265534414352281,0.010676400835148328,-0.7469393572489555,2.851274679283932e-07,-0.12038591581372748,0.18780109263351794,19.989576166220793,21.730769230769234,GD,NE
Rv0114,gmhB,"POSSIBLE D-ALPHA,BETA-D-HEPTOSE-1,7-BIPHOSPHATE PHOSPHATASE GMHB (D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KINASE) ",10,10,True,0.43146531793574805,0.154043838620417,0.20847091374964957,0.2708203937771194,-0.22299440418609848,0.05921658723143366,158.94811720744895,172.97,NE,NE
Rv0115,hddA,POSSIBLE D-ALPHA-D-HEPTOSE-7-PHOSPHATE KINASE HDDA ,18,18,True,0.2799485244150392,0.22724106731652988,0.3488752369128465,0.007399724708048337,0.0689267124978073,0.3089886767810268,88.89681674093707,146.15555555555557,GA,NE
Rv0116c,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,18,17,True,0.32997942470810926,0.1418243867143812,0.36007555162835125,0.005608667911294041,0.030096126920241995,0.7021346825403468,108.51272044872452,165.03333333333333,GA,NE
