#HMM - Genes
#genes: ES=234, GD=126, NE=3445, GA=40, N/A=40
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
CCNA_00060	-	mitochondrial-type Fe-S cluster assembly protein NFU	5	0	0	5	0	1.0000	9.80	NE
CCNA_00061	-	cytochrome p450	15	0	0	15	0	1.0000	98.40	NE
CCNA_00062	trpS	tryptophanyl-tRNA synthetase	10	8	0	2	0	0.2000	142.00	ES
CCNA_03913	-	hypothetical protein	1	0	0	1	0	1.0000	91.00	NE
CCNA_00063	mviN	MviN-family integral membrane protein	15	15	0	0	0	0.0667	1.00	ES
CCNA_00064	-	methyl-accepting chemotaxis protein	11	0	0	11	0	1.0000	96.09	NE
CCNA_03914	-	hypothetical protein	2	0	2	0	0	0.0000	0.00	GD
CCNA_00065	-	S-adenosylmethionine-dependent methyltransferase	10	0	2	8	0	0.9000	127.56	NE
CCNA_00066	-	Rieske (2Fe-2S) domain protein	3	0	0	3	0	1.0000	46.33	NE
CCNA_00067	-	YciI-like protein	1	0	0	1	0	1.0000	88.00	NE
CCNA_00068	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	2	0	2	0	0	1.0000	2.50	GD
CCNA_00069	-	O-sialoglycoprotein endopeptidase	11	0	11	0	0	0.2727	2.00	GD
CCNA_00070	-	porphobilinogen deaminase	3	0	3	0	0	0.3333	4.00	GD
CCNA_00071	-	uroporphyrinogen-III synthase	4	0	4	0	0	0.2500	1.00	GD
CCNA_00072	-	conserved hypothetical protein	4	0	0	4	0	1.0000	10.50	NE
CCNA_00073	-	HemY domain membrane protein	11	0	2	9	0	0.9091	48.20	NE
CCNA_00074	-	multifunctional fatty acid oxidation complex subunit alpha FadJ	19	0	0	19	0	1.0000	91.21	NE
CCNA_00075	-	3-ketoacyl-CoA thiolase	8	0	0	8	0	1.0000	120.00	NE
CCNA_00076	-	hypothetical protein	7	0	0	7	0	1.0000	65.14	NE
CCNA_00077	-	acyl-CoA dehydrogenase, long-chain specific	13	0	0	13	0	0.8462	122.18	NE
CCNA_00078	-	acyl-CoA dehydrogenase	19	0	0	19	0	1.0000	116.32	NE
CCNA_00079	-	MerR-family transcriptional regulator	5	0	0	5	0	1.0000	69.60	NE
CCNA_00080	-	LexA-related transcriptional repressor	3	0	0	3	0	1.0000	18.00	NE
CCNA_00081	-	hypothetical protein	1	0	0	1	0	1.0000	29.00	NE
CCNA_00082	lysS	class 1 lysyl-tRNA synthetase	17	17	0	0	0	0.0000	0.00	ES
CCNA_00083	-	phosphoglucomutase/phosphomannomutase	18	0	0	18	0	0.9444	78.59	NE
CCNA_00084	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	17	0	0	17	0	0.7647	64.23	NE
CCNA_00085	-	dienelactone hydrolase-related protein	8	0	0	8	0	0.8750	76.86	NE
CCNA_00086	-	NAD-specific glutamate dehydrogenase	59	0	56	3	0	0.7627	5.42	GD
CCNA_00087	-	conserved membrane spanning protein	7	0	0	7	0	1.0000	188.29	NE
CCNA_00088	-	HerA helicase-related ATPase	13	0	0	13	0	0.9231	103.58	NE
CCNA_00089	-	MHYT/PAS-family GGDEF/EAL protein	24	0	0	24	0	1.0000	87.08	NE
CCNA_00090	-	UDP-glucose 4-epimerase	15	0	0	15	0	0.9333	91.64	NE
CCNA_00091	-	transporter, drug/metabolite exporter family	11	0	0	11	0	1.0000	95.82	NE
CCNA_00092	-	short chain dehydrogenase	3	0	0	3	0	0.6667	161.00	NE
CCNA_00093	-	hypothetical protein	1	0	0	1	0	0.0000	0.00	NE
CCNA_00094	hfsJ	WecG/TagA-family glycosyltransferase HfsJ	12	0	0	12	0	0.9167	77.64	NE
CCNA_00095	-	quinone oxidoreductase	13	0	0	13	0	1.0000	68.46	NE
CCNA_00096	-	L-asparaginase	8	0	0	8	0	0.8750	54.14	NE
CCNA_00097	-	conserved hypothetical protein	5	0	0	5	0	0.8000	63.50	NE
CCNA_00098	-	hypothetical protein	5	0	0	5	0	0.6000	78.00	NE
CCNA_00099	fzlC	FtsZ-binding protein FzlC	6	0	0	6	0	1.0000	5.33	NE
CCNA_00100	-	Ribulose-5-phosphate 3-epimerase	3	0	0	3	0	0.6667	3.00	NE
CCNA_00101	rsmB	16S rRNA m5C methyltransferase RsmB	5	0	0	5	0	1.0000	37.40	NE
CCNA_00102	-	conserved hypothetical protein	1	0	0	1	0	1.0000	16.00	NE
CCNA_00103	-	gamma-glutamyltranspeptidase	25	0	0	25	0	1.0000	133.00	NE
CCNA_00104	-	orotidine 5'-phosphate decarboxylase	4	0	0	4	0	0.7500	35.67	NE
CCNA_00105	-	MarC family integral membrane protein	8	0	0	8	0	0.8750	97.86	NE
CCNA_00106	-	2-polyprenyl-6-methoxyphenol hydroxylase	9	0	8	1	0	0.3333	46.33	GD
CCNA_00107	-	Trm112p-like protein	3	0	0	3	0	0.3333	47.00	NE
CCNA_00108	-	lon endopeptidase-related protein	8	0	0	8	0	1.0000	33.00	NE
CCNA_00109	-	thioredoxin	4	0	0	4	0	1.0000	45.75	NE
CCNA_00110	-	DNA-binding protein	1	0	0	1	0	1.0000	3.00	NE
CCNA_00111	-	conserved hypothetical protein	9	0	0	9	0	1.0000	58.89	NE
CCNA_00112	-	glyoxalase family protein	6	0	0	6	0	1.0000	57.83	NE
CCNA_00113	-	hypothetical protein	5	0	0	5	0	0.8000	48.25	NE
CCNA_00114	-	MarR/EmrR-family transcriptional regulator	4	0	0	4	0	0.7500	57.67	NE
CCNA_00115	-	TolB protein	30	0	0	30	0	1.0000	135.83	NE
CCNA_00116	-	phosphoglucosamine mutase	12	10	0	2	0	0.1667	33.50	ES
CCNA_00117	-	glucosamine-fructose-6-phosphate aminotransferase, isomerizing	22	21	0	1	0	0.0455	35.00	ES
CCNA_00118	-	porphyrin biosynthesis protein	38	0	0	38	0	0.9474	105.81	NE
CCNA_00119	-	conserved hypothetical protein	3	0	0	3	0	1.0000	146.67	NE
CCNA_00120	-	putative acetyltransferase	7	0	0	7	0	1.0000	52.29	NE
CCNA_00121	-	hypothetical protein	3	0	0	3	0	1.0000	32.00	NE
CCNA_00122	-	conserved hypothetical protein	2	0	0	2	0	1.0000	97.50	NE
CCNA_00123	-	3-hydroxyacyl CoA dehydrogenase	6	0	0	6	0	1.0000	72.67	NE
CCNA_00124	-	conserved hypothetical protein	13	0	0	13	0	0.8462	105.64	NE
CCNA_00125	-	amino acid efflux permease	6	0	0	6	0	1.0000	84.50	NE
CCNA_00126	-	glutathione S-transferase	9	0	0	9	0	0.8889	154.75	NE
CCNA_00127	-	KTSC domain protein	8	0	0	8	0	1.0000	107.62	NE
CCNA_00128	-	argininosuccinate synthase	19	0	0	19	0	0.9474	16.28	NE
CCNA_00129	-	hypothetical protein	1	0	0	1	0	1.0000	54.00	NE
CCNA_00130	-	Kup system potassium uptake protein	13	0	12	1	0	0.4615	11.17	GD
CCNA_00131	-	Rrf2 family protein	3	0	0	3	0	1.0000	27.67	NE
CCNA_00132	hetN	ketoacyl reductase hetN	9	0	0	9	0	0.8889	122.75	NE
CCNA_00133	-	radical SAM family enzyme	11	0	0	11	0	0.7273	106.75	NE
CCNA_00134	-	surface protein	1	0	0	1	0	1.0000	56.00	NE
CCNA_00135	-	trypsin-like peptidase	6	0	0	6	0	1.0000	68.17	NE
CCNA_00136	-	AmpG protein	16	0	0	16	0	0.9375	49.40	NE
CCNA_00137	shkA	hybrid two-component histidine kinase/receiver protein ShkA	8	0	0	8	0	0.7500	31.00	NE
CCNA_00138	-	TonB-dependent receptor	24	0	0	24	0	0.9167	103.05	NE
CCNA_00139	chlI	magnesium chelatase subunit ChlI-like ATPase	6	0	0	6	0	0.5000	36.67	NE
CCNA_00140	-	glutathione synthetase	10	0	9	1	0	0.8000	6.00	GD
CCNA_00141	-	tetratricopeptide repeat family protein	5	0	0	5	0	1.0000	162.20	NE
CCNA_00142	-	endonuclease	1	0	0	1	0	0.0000	0.00	NE
CCNA_00143	-	ribosomal RNA small subunit methyltransferase I	8	0	0	8	0	0.6250	81.00	NE
CCNA_00144	-	oxygen-independent coproporphyrinogen-III oxidase	11	0	0	11	0	1.0000	109.82	NE
CCNA_00145	-	xanthosine triphosphate pyrophosphatase	3	0	0	3	0	1.0000	69.00	NE
CCNA_00146	-	glutathione S-transferase	3	0	0	3	0	1.0000	133.00	NE
CCNA_00147	-	hypothetical protein	2	0	0	2	0	0.5000	12.00	NE
CCNA_00148	-	conserved hypothetical protein	2	0	0	2	0	1.0000	14.00	NE
CCNA_00149	-	Cro/CI-family transcriptional regulator	2	0	0	2	0	1.0000	68.00	NE
CCNA_00150	-	PDZ domain family protein	8	0	0	8	0	1.0000	79.50	NE
CCNA_00151	-	ribonuclease PH	7	0	0	7	0	0.8571	43.00	NE
CCNA_00152	-	winged helix-turn-helix transcription repressor HrcA	13	0	0	13	0	1.0000	123.46	NE
CCNA_00153	grpE	adenine nucleotide exchange factor GrpE	4	0	0	4	0	0.2500	13.00	NE
CCNA_00154	-	conserved hypothetical membrane protein	3	0	0	3	0	1.0000	104.33	NE
CCNA_00155	-	DNA polymerase III, beta chain	9	9	0	0	0	0.0000	0.00	ES
CCNA_00156	-	ArsR-family transcriptional regulator	1	0	0	1	0	1.0000	231.00	NE
CCNA_00157	-	glyoxalase family protein	6	0	0	6	0	1.0000	180.17	NE
CCNA_00158	recF	DNA replication and repair protein recF	9	0	0	9	0	1.0000	31.00	NE
CCNA_00159	gyrB	DNA gyrase subunit B	24	21	0	3	0	0.1250	17.67	ES
CCNA_00160	-	methyl-accepting chemotaxis protein	17	0	0	17	0	1.0000	102.00	NE
CCNA_00161	-	hypothetical protein	5	0	0	5	0	0.8000	61.50	NE
CCNA_00162	-	conserved hypothetical protein	30	0	0	30	0	0.9333	147.14	NE
CCNA_00163	-	exopolysaccharide transport family protein	41	0	0	41	0	0.8780	96.36	NE
CCNA_00164	-	O-antigen polymerase	26	0	0	26	0	0.9615	123.36	NE
CCNA_00165	pssY	polyisoprenylphosphate hexose-1-phosphotransferase pssY	13	0	0	13	0	1.0000	189.08	NE
CCNA_03915	-	hypothetical protein	1	0	0	1	0	1.0000	51.00	NE
CCNA_00166	-	putative transglutaminase-like cysteine proteinase	13	0	0	13	0	1.0000	105.77	NE
CCNA_00167	-	metallophosphatase family protein	18	0	0	18	0	0.9444	103.24	NE
CCNA_00168	-	polysaccharide export protein	12	0	0	12	0	1.0000	179.67	NE
CCNA_00169	-	hypothetical protein	23	0	0	23	0	0.8261	168.53	NE
CCNA_00170	-	TonB-dependent receptor	50	0	0	50	0	0.9400	210.62	NE
CCNA_00171	-	type II secretion pathway protein C	2	0	0	2	0	1.0000	15.00	NE
CCNA_00172	pulD	type II secretion pathway protein D	12	0	0	12	0	1.0000	112.00	NE
CCNA_00173	pulE	type II secretion pathway protein E	12	0	0	12	0	0.8333	105.60	NE
CCNA_00174	pulF	type II secretion pathway protein F	9	0	0	9	0	0.7778	133.00	NE
CCNA_00175	-	type II secretion pathway protein G	8	0	0	8	0	1.0000	74.12	NE
CCNA_00176	-	type II secretion pathway protein H	5	0	0	5	0	1.0000	70.20	NE
CCNA_00177	-	type II secretion pathway protein I	0	0	0	0	0	0.0000	0.00	N/A
CCNA_00178	-	type II secretion pathway protein J	8	0	0	8	0	0.7500	51.67	NE
CCNA_00179	-	type II secretion pathway protein K	5	0	0	5	0	0.8000	85.00	NE
CCNA_00180	-	type II secretion pathway protein L	13	0	0	13	0	1.0000	109.38	NE
CCNA_00181	-	type II secretion pathway protein M	1	0	0	1	0	1.0000	56.00	NE
CCNA_00182	-	type II secretion pathway protein N	4	0	0	4	0	1.0000	34.75	NE
CCNA_00183	pulO	type II secretory pathway, prepilin signal peptidase	3	0	0	3	0	1.0000	78.67	NE
CCNA_00184	-	hypothetical protein	3	0	0	3	0	1.0000	221.00	NE
CCNA_00185	-	TonB-dependent receptor	42	0	0	42	0	0.9762	142.61	NE
CCNA_00186	-	guanine-hypoxanthine permease	12	0	0	12	0	1.0000	158.42	NE
CCNA_00187	-	NUP-family purine nucleoside permease	12	0	0	12	0	1.0000	101.17	NE
CCNA_00188	-	ABC transporter ATP-binding protein	12	0	0	12	0	1.0000	121.33	NE
CCNA_00189	-	zinc-finger domain protein	3	0	0	3	0	1.0000	156.67	NE
CCNA_00190	-	acyl-CoA hydrolase	3	0	0	3	0	0.6667	82.00	NE
CCNA_00191	-	N-acetylglutamate synthase domain protein	6	0	0	6	0	1.0000	100.00	NE
CCNA_00192	-	long-chain-fatty-acid--CoA ligase	17	0	0	17	0	0.8824	113.93	NE
CCNA_00193	leuB	3-isopropylmalate dehydrogenase	11	0	0	11	0	0.9091	113.10	NE
CCNA_00194	-	Antibiotic biosynthesis monooxygenase family protein	4	0	0	4	0	1.0000	167.00	NE
CCNA_00195	leuD	3-isopropylmalate dehydratase small subunit	5	0	0	5	0	1.0000	87.20	NE
CCNA_00196	leuC	3-isopropylmalate dehydratase large subunit	10	0	0	10	0	0.9000	188.33	NE
CCNA_00197	rplS	LSU ribosomal protein L19P	7	0	6	1	0	0.5714	25.25	GD
CCNA_00198	trmD	tRNA (guanine-N1) -methyltransferase	8	0	8	0	0	0.6250	4.60	GD
CCNA_00199	-	TadG/vWA-family protein	32	0	0	32	0	0.9688	174.68	NE
CCNA_00200	-	2OG-Fe(II) oxygenase superfamily protein	15	0	0	15	0	0.9333	77.29	NE
CCNA_00201	-	outer membrane protein	8	0	0	8	0	0.8750	89.86	NE
CCNA_00202	-	DesA-family fatty acid desaturase	11	0	0	11	0	1.0000	83.00	NE
CCNA_00203	-	sterol desaturase family protein	9	0	0	9	0	0.8889	108.00	NE
CCNA_00204	kefB	glutathione-regulated potassium-efflux system protein kefB	17	0	0	17	0	0.9412	113.75	NE
CCNA_00205	-	NAD(P)H-quinone reductase	10	0	0	10	0	1.0000	87.80	NE
CCNA_03916	-	hypothetical protein	4	0	0	4	0	1.0000	330.00	NE
CCNA_00206	-	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A	8	0	0	8	0	0.8750	274.86	NE
CCNA_00207	-	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B	5	0	0	5	0	1.0000	92.20	NE
CCNA_00208	-	type 1 glutamine amidotransferase (GATase1)-like domain protein	8	0	0	8	0	1.0000	84.75	NE
CCNA_00209	-	undecaprenyl-phosphomannose:protein mannosyltransferase	18	0	0	18	0	0.9444	49.29	NE
CCNA_00210	-	TonB-dependent receptor	51	0	0	51	0	0.9804	132.64	NE
CCNA_00211	-	Porphyromonas-type peptidyl-arginine deiminase	5	3	0	2	0	0.6000	1.67	ES
CCNA_00212	-	N-carbamoylputrescine amidase	15	13	0	2	0	0.1333	39.50	ES
CCNA_00213	-	ribosomal-protein-alanine acetyltransferase	6	0	0	6	0	1.0000	67.33	NE
CCNA_00214	-	TonB-dependent receptor	30	0	0	30	0	0.9667	126.34	NE
CCNA_00215	-	SapC surface layer protein	8	0	0	8	0	0.8750	143.86	NE
CCNA_00216	-	hot dog superfamily protein	3	0	0	3	0	0.6667	14.50	NE
CCNA_00217	-	thiol:disulfide interchange protein DsbD	16	0	0	16	0	1.0000	38.62	NE
CCNA_00218	-	conserved hypothetical protein	10	0	0	10	0	1.0000	119.70	NE
CCNA_00220	-	thiol-disulfide isomerase and thioredoxin	9	0	0	9	0	1.0000	118.78	NE
CCNA_00221	-	hypothetical protein	3	0	0	3	0	1.0000	79.67	NE
CCNA_00222	-	glucose-6-phosphate isomerase/glucose-6 phosphate 1-epimerase	8	7	0	1	0	0.2500	5.50	ES
CCNA_00223	-	esterase lipase Family protein	12	0	0	12	0	1.0000	132.75	NE
CCNA_00224	-	TonB-dependent receptor protein	28	0	0	28	0	0.9643	161.44	NE
CCNA_00225	-	hypothetical protein	1	0	0	1	0	1.0000	62.00	NE
CCNA_00226	-	conserved hypothetical protein	2	0	0	2	0	1.0000	2.50	NE
CCNA_00227	-	methyltransferase	3	0	0	3	0	1.0000	38.33	NE
CCNA_00228	-	putative membrane spanning protein	11	0	0	11	0	1.0000	197.82	NE
CCNA_00229	-	CAAX amino terminal protease family protein	8	0	0	8	0	1.0000	119.50	NE
CCNA_00230	-	ribosomal large subunit pseudouridine synthase B	8	0	0	8	0	1.0000	29.00	NE
CCNA_00231	-	tRNA-specific adenosine deaminase	2	0	0	2	0	1.0000	138.00	NE
CCNA_00232	-	hypothetical protein	4	0	0	4	0	1.0000	124.75	NE
CCNA_00233	-	UDP-N-acetylglucosamine 4,6-dehydratase	13	0	0	13	0	0.7692	88.40	NE
CCNA_00234	-	WecE-family cell wall biogenesis enzyme	16	0	0	16	0	0.9375	76.40	NE
CCNA_00235	-	hypothetical protein	5	0	0	5	0	0.8000	81.25	NE
CCNA_00236	-	conserved hypothetical protein	7	0	0	7	0	0.8571	139.67	NE
CCNA_00237	chvI	two-component response regulator chvI	11	0	0	11	0	1.0000	99.64	NE
CCNA_00238	chvG	two-component sensor histidine kinase chvG	7	0	0	7	0	1.0000	22.29	NE
CCNA_00239	hprK	serine kinase/phosphatase HprK	2	0	0	2	0	1.0000	7.00	NE
CCNA_00240	-	PTS system, IIA component	5	0	0	5	0	1.0000	81.40	NE
CCNA_00241	-	phosphocarrier protein HPr	1	0	0	1	0	1.0000	14.00	NE
CCNA_03917	-	hypothetical protein	6	0	0	6	0	1.0000	267.67	NE
CCNA_00243	-	hypothetical protein	9	0	0	9	0	1.0000	62.89	NE
CCNA_00244	-	HAD superfamily phophatase	5	0	0	5	0	1.0000	216.60	NE
CCNA_00245	-	pterin-4-alpha-carbinolamine dehydratase	2	0	0	2	0	1.0000	78.50	NE
CCNA_00246	-	cyclohexanol dehydrogenase	5	0	0	5	0	1.0000	166.60	NE
CCNA_00247	spdR	two-component receiver protein SpdR	9	0	0	9	0	0.8889	73.88	NE
CCNA_00248	-	sensor histidine protein kinase	13	0	0	13	0	1.0000	100.62	NE
CCNA_00249	-	SCO1/SenC family protein	11	0	0	11	0	1.0000	169.00	NE
CCNA_00250	-	poly(3-hydroxyalkanoate) depolymerase	20	0	0	20	0	0.9500	137.89	NE
CCNA_00251	-	zinc metalloprotease	5	0	0	5	0	1.0000	101.00	NE
CCNA_00252	pbpX	multimodular transpeptidase-transglycosylase PbpX	35	0	0	35	0	0.9714	101.76	NE
CCNA_00253	-	aspartate-semialdehyde dehydrogenase	7	0	0	7	0	1.0000	148.43	NE
CCNA_00254	-	RarD family membrane permease	14	0	0	14	0	0.9286	161.00	NE
CCNA_00255	-	esterase	10	0	0	10	0	1.0000	27.10	NE
CCNA_00256	-	pyridoxine kinase	8	0	0	8	0	1.0000	125.12	NE
CCNA_00257	-	adenosylhomocysteinase	21	0	0	21	0	0.9048	31.79	NE
CCNA_00259	-	hypothetical protein	11	0	0	11	0	0.8182	149.67	NE
CCNA_00260	-	glutathione S-transferase	7	0	0	7	0	0.8571	189.67	NE
CCNA_00261	-	ribonucleoside-diphosphate reductase beta chain	17	17	0	0	0	0.0588	1.00	ES
CCNA_00262	-	ketopantoate reductase panE/ApbA family protein	6	0	0	6	0	0.8333	70.40	NE
CCNA_00263	-	hypothetical protein	5	0	0	5	0	0.8000	239.75	NE
CCNA_00264	-	C4-dicarboxylate transport protein	9	0	0	9	0	0.8889	15.88	NE
CCNA_00265	-	AMP nucleosidase	23	0	0	23	0	1.0000	122.22	NE
CCNA_00266	-	3-ketoacyl-CoA thiolase	9	0	0	9	0	1.0000	154.89	NE
CCNA_00267	-	MutT-like protein	6	0	0	6	0	1.0000	219.67	NE
CCNA_00268	dnaX	DNA polymerase III subunit gamma/tau	12	10	0	2	0	0.1667	35.50	ES
CCNA_00269	-	YbaB/EbfC-family DNA-binding protein	2	0	0	2	0	1.0000	57.50	NE
CCNA_00270	recR	Recombination protein recR	3	0	0	3	0	1.0000	143.00	NE
CCNA_00271	-	hypothetical protein	4	0	0	4	0	1.0000	79.50	NE
CCNA_00272	-	RmuC family protein	8	0	0	8	0	1.0000	129.50	NE
CCNA_00273	-	peptide deformylase	12	10	0	2	0	0.2500	12.00	ES
CCNA_00274	-	conserved hypothetical protein	7	0	0	7	0	1.0000	126.00	NE
CCNA_00275	-	transposase, DDE family	17	0	0	17	0	1.0000	165.06	NE
CCNA_00276	-	conserved hypothetical protein	6	0	0	6	0	0.8333	26.00	NE
CCNA_00277	-	succinyl-diaminopimelate desuccinylase	10	0	0	10	0	0.4000	14.25	NE
CCNA_00278	-	glutaminase	8	0	0	8	0	0.8750	123.71	NE
CCNA_00279	-	NAD(P)H-quinone reductase	4	0	0	4	0	0.5000	94.00	NE
CCNA_00280	-	tRNA pseudouridine synthase A	8	0	0	8	0	0.7500	50.17	NE
CCNA_00281	-	methionyl-tRNA formyltransferase	4	0	0	4	0	0.7500	6.33	NE
CCNA_00282	-	conserved cell surface protein	1	0	0	1	0	1.0000	364.00	NE
CCNA_00283	-	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase	4	4	0	0	0	0.0000	0.00	ES
CCNA_00284	-	pyrimidine 5'-nucleotidase family protein	5	0	0	5	0	1.0000	145.40	NE
CCNA_00285	-	acetylglutamate kinase	8	0	0	8	0	1.0000	84.50	NE
CCNA_00286	lovR	two-component receiver domain protein LovR	6	0	0	6	0	1.0000	88.50	NE
CCNA_00287	lovK	photosensory histidine protein kinase LovK	12	0	0	12	0	0.9167	165.55	NE
CCNA_00288	-	ABC-type sulfate transport system, periplasmic component	17	0	0	17	0	1.0000	151.88	NE
